user_id,case_id,upload_id
48117,2061,255132
49405,2061,235880
51584,2061,273023
60581,2061,240220
60587,2061,251127
60604,2061,245756
60604,2061,245757
60606,2061,288382
60616,2061,256908
60619,2061,235021
60631,2061,234388
60634,2061,236167
60635,2061,236258
60635,2061,236280
60639,2061,235721
60639,2061,236646
60654,2061,236644
60654,2061,244298
60665,2061,248100
60665,2061,265987
60665,2061,283164
60671,2061,235906
60676,2061,233898
60686,2061,234906
60708,2061,247201
60737,2061,235680
60752,2061,236140
60760,2061,264815
60760,2061,265201
60762,2061,236768
60763,2061,240686
60769,2061,271675
60772,2061,238008
60772,2061,309888
60773,2061,243849
60775,2061,259202
60775,2061,259203
60782,2061,249854
60785,2061,237287
60785,2061,237290
60785,2061,252623
60788,2061,234475
60799,2061,234417
60812,2061,246654
60829,2061,272602
60829,2061,272610
60832,2061,242916
60833,2061,244287
60870,2061,263692
60885,2061,235725
60885,2061,243533
60895,2061,241219
60896,2061,269317
60899,2061,249043
61019,2061,252909
60598,2061,233629
60598,2061,233630
61053,2061,248213
61094,2061,302306
61094,2061,302323
61406,2061,263813
48117,2063,237181
49405,2063,272902
49405,2063,272904
60581,2063,238546
60587,2063,238274
60604,2063,235748
60606,2063,274971
60616,2063,262253
60619,2063,245376
60619,2063,245382
60631,2063,246313
60634,2063,269332
60634,2063,269334
60635,2063,246366
60639,2063,245726
60654,2063,244919
60665,2063,246785
60671,2063,242921
60676,2063,243879
60686,2063,237951
60707,2063,269484
60708,2063,271647
60708,2063,271654
60708,2063,271656
60708,2063,271657
60708,2063,271661
60715,2063,297842
60737,2063,238271
60752,2063,250782
60760,2063,280589
60762,2063,239342
60762,2063,239343
60763,2063,275445
60769,2063,243831
60769,2063,243833
60769,2063,243837
60772,2063,244035
60772,2063,244038
60772,2063,244047
60772,2063,244049
60773,2063,241440
60775,2063,234410
60785,2063,318795
60785,2063,318827
60788,2063,251867
60799,2063,243261
60812,2063,254449
60829,2063,254224
60829,2063,254253
60832,2063,247706
60833,2063,274364
60870,2063,248218
60870,2063,248221
60885,2063,244993
60895,2063,238215
60896,2063,273171
60899,2063,261565
61019,2063,260823
60615,2063,258358
61053,2063,277656
61094,2063,314578
61406,2063,279378
48117,2064,237222
49405,2064,272913
49405,2064,272915
49405,2064,272916
49405,2064,272917
60581,2064,238568
60581,2064,238583
60587,2064,257454
60604,2064,235798
60606,2064,274987
60616,2064,262257
60619,2064,245402
60631,2064,246341
60634,2064,269457
60634,2064,269458
60635,2064,246429
60639,2064,301014
60654,2064,244980
60665,2064,246951
60671,2064,242928
60671,2064,242932
60671,2064,242933
60676,2064,243908
60686,2064,238007
60707,2064,269516
60715,2064,297868
60715,2064,297889
60715,2064,297940
60715,2064,298874
60737,2064,238277
60752,2064,251247
60760,2064,280594
60760,2064,280596
60760,2064,280598
60763,2064,275561
60763,2064,275565
60769,2064,243880
60769,2064,243881
60772,2064,244075
60773,2064,241477
60775,2064,234466
60785,2064,318798
60785,2064,318815
60785,2064,318819
60785,2064,318824
60788,2064,251900
60788,2064,251906
60799,2064,244482
60799,2064,244498
60812,2064,257331
60812,2064,257345
60829,2064,272889
60829,2064,272891
60832,2064,249239
60833,2064,274374
60870,2064,249416
60885,2064,245007
60895,2064,238328
60895,2064,275683
60896,2064,273817
60899,2064,275149
61019,2064,260824
60615,2064,258390
60615,2064,258448
61053,2064,277661
61406,2064,279413
48117,2065,237307
49405,2065,272920
49405,2065,272931
49405,2065,272932
49405,2065,272934
49405,2065,272935
49405,2065,272936
60581,2065,238619
60581,2065,238625
60581,2065,238639
60587,2065,294253
60587,2065,294254
60604,2065,235913
60616,2065,262286
60619,2065,245438
60631,2065,246394
60634,2065,269552
60635,2065,246502
60635,2065,246503
60639,2065,299662
60654,2065,245026
60654,2065,253776
60654,2065,253778
60654,2065,253779
60665,2065,249454
60671,2065,244063
60671,2065,244079
60676,2065,243947
60715,2065,297909
60715,2065,300162
60737,2065,238311
60752,2065,251471
60760,2065,283123
60760,2065,283127
60763,2065,280874
60763,2065,281063
60763,2065,281065
60769,2065,247087
60769,2065,247091
60769,2065,247093
60769,2065,247101
60769,2065,247104
60769,2065,247106
60769,2065,247113
60773,2065,246755
60785,2065,318831
60799,2065,243371
60799,2065,243372
60812,2065,254520
60829,2065,265303
60832,2065,251674
60833,2065,274491
60870,2065,249506
60870,2065,249512
60885,2065,245016
60895,2065,243869
60896,2065,296274
60899,2065,274470
61019,2065,260818
60615,2065,258629
61053,2065,277668
61406,2065,279834
48117,2067,237993
48117,2067,237995
48117,2067,237998
48117,2067,238000
49405,2067,272944
49405,2067,272945
49405,2067,272946
60581,2067,238662
60581,2067,238664
60581,2067,238669
60587,2067,257557
60604,2067,235946
60606,2067,275920
60616,2067,262298
60619,2067,245461
60631,2067,246400
60634,2067,269618
60635,2067,246634
60654,2067,253812
60665,2067,249629
60671,2067,254905
60676,2067,243994
60686,2067,239280
60686,2067,239297
60707,2067,269769
60708,2067,272208
60715,2067,297931
60737,2067,238329
60752,2067,251514
60760,2067,285112
60763,2067,281215
60769,2067,247143
60773,2067,246779
60775,2067,245196
60785,2067,318839
60788,2067,252363
60799,2067,244612
60812,2067,257338
60829,2067,272899
60829,2067,272901
60829,2067,272907
60829,2067,272909
60832,2067,251644
60833,2067,274497
60870,2067,250710
60870,2067,250727
60885,2067,245040
60895,2067,243903
60896,2067,296309
60899,2067,275155
61019,2067,260868
60615,2067,259878
61406,2067,279446
48117,2068,238009
49405,2068,272949
49405,2068,272952
49405,2068,272953
60581,2068,238704
60604,2068,235977
60606,2068,275985
60616,2068,262308
60619,2068,245495
60631,2068,246418
60634,2068,270654
60635,2068,246714
60639,2068,251155
60654,2068,245420
60654,2068,253820
60671,2068,244124
60671,2068,244129
60671,2068,244130
60671,2068,244136
60676,2068,244016
60686,2068,239294
60686,2068,239302
60686,2068,239373
60707,2068,269775
60708,2068,272218
60708,2068,272221
60708,2068,272225
60708,2068,272228
60708,2068,272230
60708,2068,272232
60708,2068,272233
60708,2068,272234
60708,2068,272239
60708,2068,272240
60708,2068,272241
60708,2068,272242
60708,2068,272244
60708,2068,272245
60708,2068,272249
60708,2068,272250
60708,2068,272253
60708,2068,272255
60737,2068,238348
60752,2068,250889
60760,2068,285120
60762,2068,239716
60763,2068,281224
60769,2068,247173
60772,2068,244335
60773,2068,244186
60773,2068,244189
60775,2068,237452
60788,2068,252369
60788,2068,252371
60788,2068,252376
60799,2068,243375
60812,2068,254532
60812,2068,254536
60812,2068,254545
60829,2068,255259
60832,2068,251750
60833,2068,274523
60870,2068,250729
60870,2068,250744
60885,2068,245069
60895,2068,238579
60896,2068,296314
60899,2068,261612
61019,2068,260891
61053,2068,277693
61053,2068,277694
61053,2068,277695
61053,2068,277696
61094,2068,314595
61406,2068,279799
48117,2069,238012
48117,2069,238070
48117,2069,238144
60581,2069,238721
60587,2069,238467
60604,2069,235997
60606,2069,275987
60616,2069,265027
60619,2069,245524
60634,2069,271153
60635,2069,247121
60639,2069,251176
60654,2069,245422
60665,2069,252326
60671,2069,244143
60676,2069,244053
60686,2069,239541
60707,2069,269799
60708,2069,272259
60715,2069,298889
60737,2069,238770
60737,2069,251914
60752,2069,250894
60760,2069,285181
60762,2069,239726
60769,2069,247187
60769,2069,247189
60772,2069,244341
60773,2069,244196
60785,2069,318853
60785,2069,318854
60788,2069,252489
60799,2069,243376
60812,2069,254552
60829,2069,255262
60832,2069,251799
60833,2069,274524
60870,2069,250751
60885,2069,245129
60895,2069,238591
60896,2069,296315
60899,2069,261646
61019,2069,260899
60615,2069,259925
61053,2069,277697
61094,2069,314600
61406,2069,280320
48117,2070,238153
48117,2070,238169
48117,2070,238176
48117,2070,238180
48117,2070,238188
48117,2070,238197
48117,2070,238200
48117,2070,238202
49405,2070,272955
49405,2070,272957
49405,2070,272958
49405,2070,272960
49405,2070,272962
49405,2070,272963
49405,2070,272965
49405,2070,272966
49405,2070,272967
49405,2070,272969
49405,2070,272990
49405,2070,272991
49405,2070,272992
49405,2070,272994
49405,2070,272995
60581,2070,238753
60581,2070,238792
60581,2070,238807
60587,2070,238484
60604,2070,236021
60606,2070,275990
60616,2070,265065
60619,2070,245540
60634,2070,271168
60635,2070,247122
60639,2070,265528
60639,2070,265539
60654,2070,245437
60665,2070,260877
60671,2070,244152
60686,2070,239619
60686,2070,239622
60686,2070,239628
60707,2070,269828
60708,2070,272261
60708,2070,272263
60708,2070,272268
60708,2070,272270
60708,2070,272272
60708,2070,272274
60708,2070,272291
60715,2070,299078
60737,2070,238819
60737,2070,238833
60752,2070,251566
60760,2070,285197
60760,2070,285202
60762,2070,239738
60762,2070,239741
60763,2070,281230
60763,2070,281247
60763,2070,281256
60769,2070,247227
60772,2070,244388
60772,2070,244426
60772,2070,244428
60772,2070,244452
60773,2070,272485
60775,2070,239618
60782,2070,290505
60785,2070,318858
60799,2070,243381
60812,2070,254563
60829,2070,255278
60832,2070,251827
60833,2070,274531
60870,2070,252723
60895,2070,243989
60896,2070,296347
60899,2070,261970
61019,2070,260916
60615,2070,259935
60615,2070,259954
60615,2070,259956
61053,2070,277698
61053,2070,277701
61053,2070,277703
61053,2070,277709
61053,2070,277711
61053,2070,277712
61053,2070,277714
61053,2070,277715
61053,2070,277716
61094,2070,314605
61406,2070,280340
48117,2080,305481
48117,2080,305484
48117,2080,305485
48117,2080,305487
48117,2080,305495
48117,2080,317582
48117,2080,317585
48117,2080,317587
48117,2080,317590
60581,2080,234620
60581,2080,234622
60604,2080,235566
60606,2080,291918
60631,2080,280418
60634,2080,286531
60635,2080,281436
60665,2080,259477
60686,2080,315737
60737,2080,236603
60752,2080,277717
60760,2080,307941
60760,2080,307942
60760,2080,307949
60769,2080,271366
60769,2080,271368
60769,2080,271370
60772,2080,272164
60772,2080,272165
60772,2080,272172
60773,2080,319944
60775,2080,281767
60785,2080,320474
60788,2080,248992
60788,2080,248996
60788,2080,249005
60799,2080,259685
60833,2080,312627
60870,2080,288116
60885,2080,273194
61019,2080,289613
61053,2080,284176
61406,2080,317333
48117,2081,249317
48117,2081,249318
48117,2081,249321
48117,2081,249325
48117,2081,249326
48117,2081,249346
49405,2081,255171
49405,2081,255173
60581,2081,250262
60581,2081,250265
60587,2081,248730
60587,2081,248736
60604,2081,239097
60604,2081,239098
60606,2081,254634
60619,2081,253782
60619,2081,253783
60631,2081,236873
60634,2081,253760
60635,2081,279739
60639,2081,265151
60654,2081,292040
60665,2081,285624
60671,2081,248483
60671,2081,248488
60676,2081,248742
60686,2081,236566
60707,2081,305175
60708,2081,243660
60715,2081,301577
60737,2081,244260
60737,2081,244502
60752,2081,246027
60760,2081,240429
60762,2081,260400
60763,2081,282030
60763,2081,282031
60763,2081,282033
60769,2081,238161
60769,2081,238162
60773,2081,242095
